V1,V2,V3,V4,V5,V7,V8,V9,V10,Include,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,status,Native_1,Native_2,Native_3,Native_3_TEXT,Speak_1,Speak_2,Speak_5,Speak_5_TEXT,Home,MariaEN,AlexEN,Consent,Intro,ScenN1,ScenN2,ScenN3,ScenN4,ScenN5,ScenN6,ScenN7,ScenN8,ScenN9,ScenN10,ScenN11,ScenN12,ScenN13,ScenN14,ScenN15,ScenN16,ScenN17,ScenN18,ScenN19,ScenN20,Scenario1,Scenario2,Scenario3,Scenario4,Scenario5,Scenario6,Scenario7,Scenario8,Scenario9,Scenario10,Scenario11,Scenario12,Scenario13,Scenario14,Scenario15,Scenario16,Scenario17,Scenario18,Scenario19,Scenario20,dv1,dv3,dv5,dv7,dv9,dv11,dv13,dv15,dv17,dv19,dv2,dv4,dv6,dv8,dv10,dv12,dv14,dv16,dv18,dv20,time_11,time_21,time_31,time_41,time_12,time_22,time_32,time_42,time_13,time_23,time_33,time_43,time_14,time_24,time_34,time_44,time_15,time_25,time_35,time_45,time_16,time_26,time_36,time_46,time_17,time_27,time_37,time_47,time_18,time_28,time_38,time_48,time_19,time_29,time_39,time_49,time_110,time_210,time_310,time_410,time_111,time_211,time_311,time_411,time_112,time_212,time_312,time_412,time_113,time_213,time_313,time_413,time_114,time_214,time_314,time_414,time_115,time_215,time_315,time_415,time_116,time_216,time_316,time_416,time_117,time_217,time_317,time_417,time_118,time_218,time_318,time_418,time_119,time_219,time_319,time_419,time_120,time_220,time_320,time_420,Q42,Q44,gender,age_1,familiar,familiar2,Q36,Q47,Q47_TEXT,Q49,Q51_1,Q53_1,Q55_1,Q55_2,Q55_3,Q55_4,Q55_5,Q55_6,Q55_7,Q55_8,Q57_1,Q57_2,Q57_3,Q57_4,comments
R_yI84g9RfxhUk0bD,Default Response Set,Anonymous,192,2,0,10/13/16 15:28,10/13/16 15:54,1,1,C_vaccine,C_torture,I_torture,C_footbridge,C_cargo,I_footbridge,I_motocross,I_transplant,I_cargo,I_air show,C_nurse,I_wood press,C_transplant,C_motocross,C_air show,C_grizzly,I_nurse,I_vaccine,I_grizzly,C_wood press,complete,,1,,,1,1,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,2,2,1,1,2,2,44.183,44.183,46.36,1,90.237,90.237,91.32,1,25.343,25.343,26.269,1,63.782,63.782,64.802,1,61.903,61.903,63.235,1,46.868,46.868,47.891,1,63.81,63.81,64.887,1,42.825,42.825,44.099,1,77.231,77.231,78.173,1,43.003,43.003,43.885,1,46.157,46.157,47.227,1,15.7,15.7,16.826,1,19.373,19.373,21.363,1,72.649,72.649,73.768,1,34.57,34.57,35.562,1,83.164,83.164,85.353,1,15.335,15.335,16.444,1,79.897,79.897,80.849,1,48.626,48.626,49.524,1,59.476,59.476,60.672,1,,4,1,20,2,,Would you push the worker in front of the train to save five people?,1,,1,13,4,7,7,7,7,4,6,7,5,0,0,20,31,
R_1jjoJLsyWN2pGnb,Default Response Set,Anonymous,193,2,0,10/13/16 15:39,10/13/16 16:16,1,1,I_vaccine,C_cargo,I_motocross,I_footbridge,I_transplant,I_grizzly,C_torture,C_nurse,C_transplant,C_vaccine,I_cargo,C_motocross,I_torture,I_air show,I_wood press,I_nurse,C_grizzly,C_air show,C_wood press,C_footbridge,complete,,1,,,1,1,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,2,2,2,2,1,1,2,50.845,50.845,51.691,1,30.516,145.814,146.583,2,34.191,34.191,37.485,1,131.996,131.996,164.112,1,68.175,68.175,69.255,1,32.965,32.965,33.776,1,129.414,129.414,130.122,1,62.974,62.974,63.727,1,126.02,126.02,127.818,1,42.178,42.178,43.109,1,83.915,83.915,84.601,1,60.709,60.709,74.24,1,131.659,131.659,132.357,1,38.508,38.508,59.49,1,70.583,70.583,120.982,1,50.708,57.543,58.067,2,62.315,62.315,63.231,1,57.532,57.532,58.5,1,46.004,46.004,75.768,1,44.622,44.622,45.393,1,,4,1,21,1,The scenario with the organ donor.,Would you push the worker in front of the train in order to save 5 people?,1,,1,13,0,7,7,7,7,4,6,7,6,0,30,50,50,
R_RX0LXF38gEJkh7H,Default Response Set,Anonymous,194,2,0,10/13/16 15:50,10/13/16 16:30,1,1,C_torture,C_vaccine,I_transplant,C_grizzly,I_vaccine,I_air show,C_wood press,C_transplant,C_cargo,I_wood press,C_motocross,C_nurse,I_cargo,I_torture,I_nurse,I_grizzly,I_footbridge,C_air show,I_motocross,C_footbridge,complete,,1,,,1,1,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,2,1,2,2,2,1,1,2,2,13.418,13.418,15.981,1,70.633,70.633,74.06,1,23.831,23.831,25.339,1,203.685,203.685,223.076,1,111.319,111.319,112.967,1,49.862,49.862,51.965,1,83.879,83.879,85.46,1,59.06,59.06,62.395,1,21.778,21.778,27.943,1,85.099,85.099,94.056,1,34.985,34.985,38.02,1,17.277,17.277,20.714,1,39.863,39.863,45.526,1,151.515,151.515,152.99,1,29.055,29.055,32.577,1,183.199,183.199,189.851,1,14.548,14.548,15.844,1,285.781,285.781,287.488,1,48.532,48.532,50.489,1,25.661,25.661,31.226,1,,4,2,21,1,"The scenarios where you can intentionally kill one person to save a larger group are reminiscent of the classic ""trolley problem."" According to Utilitarianism, it is always better to save the group rather than the individual, but others believe it is always morally wrong to kill or intentionally harm, so letting the group be harmed is the moral choice, as you did not cause it to happen yourself. ",Would you push the worker in front of the train to save the five people?,1,,1,14,3,7,7,7,7,5,4,5,3,0,0,5,5,
R_3n6jJoPafSL29gg,Default Response Set,Anonymous,195,2,0,10/13/16 16:51,10/13/16 17:17,1,1,C_torture,C_grizzly,I_vaccine,I_transplant,C_vaccine,C_transplant,I_torture,C_cargo,C_footbridge,I_cargo,C_motocross,I_air show,C_wood press,I_motocross,I_grizzly,C_nurse,I_nurse,C_air show,I_wood press,I_footbridge,complete,,1,,,1,,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,15.772,15.772,17.306,1,29.303,66.134,84.844,3,33.451,33.451,35.014,1,106.098,106.098,107.372,1,50.92,50.92,58.308,1,32.123,32.123,34.194,1,37.534,37.534,38.602,1,45.029,96.885,97.993,3,38.987,38.987,40.527,1,49.031,49.031,51.913,1,39.206,39.206,44.929,1,46.76,46.76,47.813,1,28.331,28.331,29.875,1,47.142,47.142,48.563,1,43.976,43.976,45.096,1,121.968,121.968,123.459,1,19.043,19.043,19.948,1,113.98,113.98,116.917,1,44.225,44.225,45.149,1,46.671,46.671,48.102,1,,4,1,20,1,The scenario in which one had the option of pushing the bystander onto the tracks as well at the scenario in which one could use the organs from a patient in a coma to transplant into 5 new patients.,Would you push the worker in front of the train to save 5 people?,1,,1,13,0,7,7,7,7,5,5,5,5,2,6,6,9,
R_1dto3kjqcVgFfaw,Default Response Set,Anonymous,196,2,0,10/13/16 17:49,10/13/16 18:13,1,1,I_nurse,I_cargo,C_footbridge,C_wood press,I_wood press,C_torture,I_torture,C_grizzly,I_air show,I_motocross,I_footbridge,C_air show,I_grizzly,C_motocross,C_transplant,C_nurse,C_cargo,I_transplant,C_vaccine,I_vaccine,complete,,1,,,1,1,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,1,2,1,1,1,2,1,2,2,2,2,2,1,57.156,57.156,71.799,1,48.939,48.939,50.517,1,6.59,6.59,25.385,1,74.513,74.513,75.902,1,54.939,54.939,56.05,1,37.411,37.411,38.328,1,77.305,77.305,78.525,1,36.429,40.935,41.978,2,53.409,53.409,56.315,1,72.164,72.164,74.848,1,22.096,22.708,25.135,2,40.723,40.723,41.93,1,19.869,19.869,21.476,1,55.279,55.279,56.182,1,34.685,34.685,37.064,1,78.182,78.182,80.893,1,58.22,58.22,60.194,1,32.301,32.301,33.67,1,10.82,34.122,36.486,2,70.669,70.669,71.594,1,4,,2,20,2,,Would you sacrifice/kill the worker in front of the train in order to save five people?,1,,1,16,1,7,7,7,7,4,4,5,4,0,0,4,4,"For many of the questions, I could not point out the difference in similar scenarios."
R_AjUe04H6B59Noyd,Default Response Set,Anonymous,197,2,0,10/13/16 17:57,10/13/16 18:20,1,1,I_footbridge,I_cargo,C_motocross,C_torture,I_transplant,I_torture,I_wood press,I_motocross,I_grizzly,C_footbridge,I_vaccine,C_cargo,C_vaccine,C_wood press,C_grizzly,C_nurse,I_air show,I_nurse,C_air show,C_transplant,complete,,1,,,1,1,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,97.236,97.236,98.193,1,40.878,40.878,44.739,1,41.917,41.917,43.096,1,57.15,57.15,58.546,1,48.397,48.397,49.181,1,7.29,7.29,23.813,1,42.248,42.248,44.551,1,75.058,75.058,75.862,1,58.92,58.92,59.793,1,44.641,44.641,45.644,1,31.709,31.709,32.904,1,22.048,22.048,23.13,1,30.159,30.159,31.343,1,32.028,32.028,32.892,1,62.321,62.321,63.095,1,17.636,17.636,18.769,1,42.218,42.218,43.038,1,39.958,39.958,40.855,1,53.737,53.737,54.627,1,49.105,49.105,58.483,1,,4,1,24,1,The one about the train.,Would you push the worker in front of the train to save five people.,1,,2,19,22,7,7,7,7,6,6,6,5,13,15,17,7,No
R_33qD22T04k3Z3U4,Default Response Set,Anonymous,198,2,0,10/13/16 17:59,10/13/16 18:20,1,1,C_transplant,C_cargo,I_wood press,I_vaccine,I_transplant,C_footbridge,I_grizzly,C_motocross,C_vaccine,I_air show,I_cargo,C_nurse,C_torture,C_wood press,I_motocross,C_air show,I_nurse,I_footbridge,C_grizzly,I_torture,complete,,1,,,1,,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,2,2,2,2,2,1,2,2,2,7.784,44.534,45.572,12,3.976,64.019,65.123,4,4.254,6.803,8.207,3,3.481,56.856,57.956,6,6.681,33.742,34.957,6,2.051,29.92,30.975,5,1.783,32.573,34.423,4,2.767,37.127,38.778,9,11.026,46.886,48.702,10,1.795,41.965,43.449,8,19.446,20.951,22.024,2,23.308,27.011,28.839,4,2.927,42.917,44.354,4,20.213,23.828,24.818,2,4.335,53.778,55.194,10,5.058,12.968,14.04,6,2.169,21.663,22.703,6,2.555,42.155,43.141,5,2.617,14.885,16.64,4,4.893,34.435,35.502,6,4,,1,22,1,"The situations on the train platform, the situation as director of a hospital in a developing country, the situation with the man in a coma, the situation as a police chief with the choice of torture, the one as ship captain with the choice to shoot on the other boat, the situation as someone in charge of controlling the elk population near an airport, and also the situation in the tree with the bear and the situation in the factory with the workers who are cleaning the machine. ",Would you push the worker in front of the train in order to save five people?,1,,2,15,23,7,7,7,7,5,5,6,6,0,6,7,5,
R_2coxzW4tGQUOOae,Default Response Set,Anonymous,199,2,0,10/13/16 18:04,10/13/16 18:23,1,1,C_cargo,I_footbridge,C_wood press,I_motocross,C_transplant,C_torture,I_transplant,I_wood press,I_nurse,C_air show,I_vaccine,C_motocross,I_air show,C_vaccine,C_footbridge,C_grizzly,I_grizzly,C_nurse,I_cargo,I_torture,complete,,1,,,1,1,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,1,2,2,2,2,2,2,1,1,2,1,2,6.516,6.516,8.272,1,413.95,413.95,415.429,1,5.893,9.181,10.29,3,49.885,49.885,50.616,1,3.996,3.996,4.745,1,8.881,8.881,9.78,1,4.445,4.445,6.106,1,3.413,3.413,4.402,1,39.694,39.694,40.396,1,5.107,5.107,6.025,1,21.668,21.668,22.569,1,12.017,12.017,12.7,1,6.519,6.519,7.446,1,27.298,28.105,28.806,2,3.961,3.961,5.089,1,10.66,10.66,11.81,1,9.892,9.892,10.69,1,7.574,7.574,8.644,1,33.082,33.082,33.771,1,7.045,7.933,8.21,2,,4,1,22,1,They all seemed familiar. I have heard questions like this before. ,"Would you push the worker in front of the train, in order to save five people?",1,,3,19,24,7,7,7,7,5,6,6,6,0,19,12,10,
R_3j8m74m6qWWX3Eo,Default Response Set,Anonymous,200,2,0,10/13/16 18:00,10/13/16 18:27,1,1,C_motocross,C_transplant,I_nurse,I_wood press,I_vaccine,C_cargo,I_grizzly,I_torture,I_transplant,C_vaccine,C_air show,C_torture,C_wood press,C_nurse,C_grizzly,C_footbridge,I_air show,I_motocross,I_footbridge,I_cargo,complete,,1,,,1,1,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,1,1,1,2,2,2,2,2,1,2,1,2,31.037,31.037,32.031,1,66.029,66.029,67.483,1,75.019,75.019,75.879,1,60.281,60.281,61.444,1,24.504,24.504,25.645,1,65.56,65.56,66.43,1,24.994,24.994,26.134,1,142.3,142.3,143.475,1,73.848,73.848,75.36,1,49.687,49.687,50.568,1,43.136,44.092,44.579,2,36.28,36.28,37.172,1,29.636,29.636,31.091,1,43.17,43.17,44.265,1,59.263,59.263,60.336,1,22.658,22.658,29.075,1,65.223,65.223,66.318,1,40.945,40.945,42.3,1,49.725,51.389,52.439,2,105.632,105.632,106.569,1,4,,2,20,1,The ship scenario,Would you knock a worker into the path of the train in order to save five people?,1,,2,3,72,7,7,7,7,5,4,5,5,18,7,29,0,
R_1KcZMpICE0DhVQc,Default Response Set,Anonymous,201,2,0,10/13/16 18:04,10/13/16 18:29,1,1,C_grizzly,C_wood press,C_nurse,C_cargo,C_vaccine,I_transplant,I_air show,I_grizzly,I_vaccine,I_nurse,I_footbridge,C_motocross,C_air show,I_cargo,C_torture,C_footbridge,C_transplant,I_motocross,I_torture,I_wood press,complete,,1,,,1,,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,2,1,2,2,1,2,2,2,2,1,2,1,2,22.278,22.278,23.803,1,52.178,52.178,53.4,1,33.789,33.789,34.683,1,172.127,172.127,173.084,1,42.85,42.85,44.116,1,71.273,71.273,72.129,1,29.182,29.182,30.102,1,36.522,36.522,38.113,1,50.209,50.209,51.267,1,72.299,72.299,73.328,1,36.196,36.196,41.563,1,20.642,20.642,21.381,1,68.417,68.417,69.612,1,27.713,27.713,28.717,1,36.96,36.96,37.826,1,67.845,67.845,69.273,1,24.015,24.015,24.78,1,44.911,44.911,52.352,1,32.486,32.486,33.387,1,37.113,37.113,40.599,1,,4,1,24,1,"The train scenario was definitely familiar, the others were varying degrees of unfamiliar.",Would you push the worker in front of the train to save 5 people? ,1,,2,16,21,7,7,7,7,6,6,6,6,5,35,40,30,None
R_12Llb5K3MMzAsQq,Default Response Set,Anonymous,202,2,0,10/13/16 17:49,10/13/16 18:31,1,1,C_torture,I_torture,C_cargo,I_vaccine,C_transplant,C_vaccine,C_nurse,I_transplant,I_motocross,I_cargo,C_grizzly,I_air show,C_air show,I_footbridge,I_nurse,C_footbridge,C_motocross,I_wood press,I_grizzly,C_wood press,complete,,1,,,1,1,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,2,2,2,83.952,83.952,85.72,1,64.353,64.353,73.049,1,4.026,51.406,54.08,4,46.727,186.468,187.563,2,2.402,88.905,90.038,3,83.502,83.502,94.589,1,99.79,99.79,103.525,1,146.881,146.881,148.197,1,108.575,108.575,111.754,1,20.538,20.538,21.29,1,52.342,52.342,53.278,1,242.256,242.256,250.824,1,76.391,76.391,77.246,1,62.442,62.442,63.094,1,20.251,75.789,76.635,2,126.955,126.955,127.799,1,18.308,18.308,19.37,1,51.647,102.043,103.743,2,24.757,86.21,86.982,2,36.04,36.04,37.471,1,,4,1,22,1,The situations with the Bears that are endangering he climbers. ,"Would you push the worker in front of the train, in order to save five people?",1,,1,15,11,7,7,7,7,4,4,5,5,10,10,20,15,"I just want to say that, because of how ridiculous some of the situations were, I chuckled to myself a little bit. That sounds sadistic, but it's true."
R_tMxN9HcDzRpIQE1,Default Response Set,Anonymous,203,2,0,10/13/16 17:57,10/13/16 18:36,1,1,C_motocross,C_transplant,I_cargo,C_air show,C_footbridge,I_nurse,I_torture,I_vaccine,I_footbridge,C_vaccine,C_cargo,C_wood press,I_grizzly,I_motocross,I_transplant,C_nurse,C_torture,I_wood press,I_air show,C_grizzly,complete,,1,,,1,1,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,17.23,73.794,75.08,10,5.901,15.508,16.387,5,39.904,92.641,104.361,34,39.625,39.625,41.159,1,1.583,8.159,8.652,6,40.432,44.353,55.872,3,3.168,44.121,45.302,7,80.856,80.856,85.263,1,2.02,12.74,14.003,8,3.172,299.32,306.463,20,22.426,22.426,24.224,1,172.213,321.421,322.523,31,448.514,454.531,455.473,3,34.635,153.54,154.626,26,2.986,101.61,107.369,30,7.648,7.648,8.319,1,4.702,57.823,58.543,5,25.872,25.872,26.696,1,2.654,18.741,58.316,3,4.148,32.42,33.33,3,,4,1,23,2,,Would you push the worker in front of the train to save five people?,1,,2,16,27,7,7,7,7,6,6,5,4,0,0,14,5,What do my results indicate?
R_1LLK4HjlPuKgjGN,Default Response Set,Anonymous,204,2,0,10/13/16 18:09,10/13/16 18:37,1,1,C_cargo,I_nurse,I_vaccine,C_motocross,I_grizzly,I_torture,C_nurse,C_wood press,I_transplant,C_vaccine,I_footbridge,C_transplant,C_air show,C_grizzly,I_wood press,C_torture,I_motocross,I_cargo,I_air show,C_footbridge,complete,,1,,,1,1,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,39.601,181.635,184.812,9,62.063,62.063,63.384,1,73.163,73.163,75.552,1,62.503,62.503,64.04,1,18.781,48.776,49.876,9,98.812,98.812,99.898,1,36.866,36.866,43.3,1,73.122,73.122,74.06,1,43.229,43.229,44.799,1,92.092,92.092,94.407,1,35.808,35.808,36.852,1,35.535,35.535,38.376,1,43.619,43.619,47.102,1,39.64,39.64,42.265,1,84.25,84.25,89.169,1,58.691,58.691,67.3,1,52.699,52.699,54.754,1,42.194,42.194,64.764,1,59.026,59.026,60.048,1,26.618,26.618,27.718,1,4,,1,22,2,,Would you push the worker in front of the train to save five people?,1,,2,18,24,7,7,7,7,6,7,6,7,5,0,25,15,I hope none of these scenarios actually happen to me!
R_31Fx931cY2yynhT,Default Response Set,Anonymous,205,2,0,10/13/16 18:22,10/13/16 18:39,1,1,I_torture,C_footbridge,I_nurse,I_vaccine,C_grizzly,C_torture,I_cargo,C_vaccine,I_grizzly,C_transplant,I_transplant,C_wood press,I_air show,C_motocross,C_nurse,I_motocross,C_air show,C_cargo,I_footbridge,I_wood press,complete,,1,,,1,1,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,1,2,42.933,42.933,43.963,1,27.782,27.782,32.947,1,67.042,67.042,67.96,1,11.78,11.78,13.44,1,71.037,71.037,71.652,1,29.542,29.542,31.146,1,3.046,3.046,4.519,1,40.153,40.153,40.682,1,7.944,7.944,10.673,1,57.331,57.331,58.934,1,11.786,11.786,12.342,1,38.31,38.31,38.861,1,25.21,25.21,34.847,1,40.412,40.412,40.939,1,9.924,9.924,10.447,1,52.269,52.269,53.359,1,32.078,32.078,33.326,1,9.759,9.759,11.375,1,5.112,5.112,6.685,1,38.253,38.253,39.113,1,4,,2,21,1,The hospital and train ones.,Would you push the worker in front of the train to save five people?,1,,2,12,18,7,7,7,7,5,5,5,3,50,0,11,0,
R_2q1s1uouD48CzDA,Default Response Set,Anonymous,206,2,0,10/13/16 17:57,10/13/16 18:45,1,1,C_torture,I_grizzly,C_air show,C_cargo,C_transplant,C_grizzly,C_footbridge,I_vaccine,I_nurse,C_wood press,I_transplant,C_nurse,I_torture,I_motocross,I_wood press,C_vaccine,I_air show,I_cargo,I_footbridge,C_motocross,complete,,1,,,1,1,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,21.122,21.122,21.792,1,43.974,43.974,44.692,1,13.311,13.311,15.046,1,67.116,67.116,68.28,1,17.58,17.58,18.368,1,48.192,48.192,49.022,1,29.099,29.099,29.7,1,16.033,16.033,16.823,1,24.422,24.422,25.444,1,43.83,43.83,45.503,1,23.504,23.504,24.242,1,28.678,28.678,29.469,1,29.291,44.815,45.686,2,24.962,24.962,28.396,1,51.361,51.361,52.267,1,19.538,19.538,26.379,1,57.192,57.192,57.868,1,63.872,63.872,65.457,1,15.399,15.399,16.515,1,30.354,30.354,31.044,1,4,,1,23,2,,Would you push the worker in front of the train to save five people?,1,,2,14,23,7,7,7,7,6,6,6,6,8,0,2,0,
R_2By4WE0njJ9Bo74,Default Response Set,Anonymous,207,2,0,10/13/16 18:18,10/13/16 18:46,1,1,C_footbridge,I_wood press,C_vaccine,C_air show,I_cargo,C_torture,I_footbridge,C_transplant,I_air show,I_torture,C_grizzly,I_vaccine,I_transplant,I_grizzly,C_wood press,I_nurse,C_nurse,I_motocross,C_motocross,C_cargo,complete,,1,,,1,1,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,77.367,77.367,78.503,1,20.716,20.716,22.02,1,38.684,48.944,49.894,2,119.642,119.642,120.468,1,66.616,67.307,68.123,2,85.471,85.471,86.913,1,45.561,45.561,46.422,1,5.789,5.789,7.448,1,108.448,108.448,126.06,1,19.475,19.475,20.844,1,16.028,16.028,22.816,1,38.432,38.432,39.202,1,44.853,44.853,48.508,1,85.765,85.765,86.699,1,15.252,15.252,16.414,1,102.111,102.111,102.857,1,53.086,54.041,54.98,2,17.66,17.66,33.174,1,72.357,72.357,75.005,1,97.008,97.008,98.027,1,,4,1,23,2,,Would you shove a worker in the path of the train to save five people?,1,,2,14,22,7,7,7,7,5,5,6,5,0,2,0,0,
R_UGgqycRPWzrwyXL,Default Response Set,Anonymous,208,2,0,10/13/16 17:57,10/13/16 18:49,1,1,I_air show,C_transplant,C_nurse,C_grizzly,I_footbridge,C_vaccine,I_nurse,I_transplant,I_torture,I_vaccine,C_torture,I_wood press,C_wood press,I_cargo,C_motocross,I_motocross,C_footbridge,C_air show,I_grizzly,C_cargo,complete,,1,,,1,1,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,50.107,50.107,51.598,1,36.347,36.347,37.998,1,520.107,520.107,523.849,1,103.157,103.157,104.829,1,66.325,66.325,67.113,1,97.267,97.267,112.035,1,32.723,32.723,33.98,1,148.115,148.115,150.316,1,50.585,50.585,54.573,1,5.318,68.153,69.51,2,30.218,30.218,39.895,1,43.167,43.167,44.042,1,34.385,34.385,35.37,1,75.252,75.252,88.632,1,95.407,95.407,97.27,1,83.271,83.271,84.731,1,414.581,414.581,416.751,1,44.293,44.293,47.817,1,42.938,42.938,43.869,1,35.35,35.35,36.538,1,4,,1,25,1,"I'd never heard any of them specifically before, but the all seemed like classic moral dilemma scenarios, of which I've heard a few. The ones with medications are the closest to ones I've heard.",Would you push the worker in front of the train to save five people?,1,,2,12,23,7,7,7,7,6,6,6,6,5,6,10,16,"Ummm... I'm curious about the purpose of the study and what your findings are... But I kind of doubt I'll ever hear about it... But I had fun taking it! OK, OK, I'll stop writing meaningless commentary."
R_2yfR4VRpecL9Wpo,Default Response Set,Anonymous,209,2,0,10/13/16 18:22,10/13/16 18:52,1,1,C_grizzly,I_vaccine,I_footbridge,C_nurse,C_transplant,C_torture,I_air show,C_footbridge,C_cargo,C_motocross,I_cargo,C_vaccine,I_motocross,I_wood press,I_torture,C_wood press,C_air show,I_grizzly,I_transplant,I_nurse,complete,,1,,,1,1,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,31.256,31.256,33.336,1,10.854,77.69,79.14,11,29.496,29.496,31.652,1,57.753,99.749,101.028,7,7.217,104.135,105.471,14,16.759,65.089,67.167,6,33.898,40.198,41.197,3,10.464,83.297,83.8,10,12.827,122.876,128.362,8,43.269,43.854,45.089,2,18.805,18.805,20.231,1,3.411,68.729,70.053,6,27.07,59.481,61.155,4,24.55,24.55,34.559,1,48.757,48.757,50.181,1,95.582,95.582,96.717,1,20.64,20.64,23.809,1,26.396,87.383,89.047,6,66.07,66.07,67.509,1,34.248,35.541,35.909,2,,4,1,22,2,,Would you push the worker in front of the train in order to save 5 persons?,1,,2,19,24,7,7,7,7,6,7,6,6,0,0,10,10,"Nope, I wish I had more snippets in German that I could read and keep the language fresh!"
