V1,V2,V3,V5,V7,V8,V9,V10,gc,term,Attn_MariaAdam,Native_1,Native_2,Native_3,Native_3_TEXT,Speak_1,Speak_2,Speak_3,Speak_4,Speak_5,Speak_5_TEXT,Home,MariaEN,AlexEN,Consent,Intro,ScenN1,ScenN2,ScenN3,ScenN4,ScenN5,ScenN6,ScenN7,ScenN8,ScenN9,ScenN10,ScenN11,ScenN12,ScenN13,ScenN14,ScenN15,ScenN16,ScenN17,ScenN18,ScenN19,ScenN20,Scenario1,Scenario2,Scenario3,Scenario4,Scenario5,Scenario6,Scenario7,Scenario8,Scenario9,Scenario10,Scenario11,Scenario12,Scenario13,Scenario14,Scenario15,Scenario16,Scenario17,Scenario18,Scenario19,Scenario20,dv1,dv2,dv3,dv4,dv5,dv6,dv7,dv8,dv9,dv10,dv11,dv12,dv13,dv14,dv15,dv16,dv17,dv18,dv19,dv20,SubmitTime1,SubmitTime2,SubmitTime3,SubmitTime4,SubmitTime5,SubmitTime6,SubmitTime7,SubmitTime8,SubmitTime9,SubmitTime10,SubmitTime11,SubmitTime12,SubmitTime13,SubmitTime14,SubmitTime15,SubmitTime16,SubmitTime17,SubmitTime18,SubmitTime19,SubmitTime20,time_11,time_110,time_111,time_112,time_113,time_114,time_115,time_116,time_117,time_118,time_119,time_12,time_120,time_13,time_14,time_15,time_16,time_17,time_18,time_19,time_21,time_210,time_211,time_212,time_213,time_214,time_215,time_216,time_217,time_218,time_219,time_22,time_220,time_23,time_24,time_25,time_26,time_27,time_28,time_29,time_41,time_410,time_411,time_412,time_413,time_414,time_415,time_416,time_417,time_418,time_419,time_42,time_420,time_43,time_44,time_45,time_46,time_47,time_48,time_49,IRI_1,IRI_2,IRI_3,IRI_4,IRI_5,IRI_6,IRI_7,Q29_1,Q29_2,Q29_3,Q29_4,Q29_5,questioCRT1,questioCRT2,questioCRT3,questioCRT4,questioCRT5,answerCRT1,answerCRT2,answerCRT3,answerCRT4,answerCRT5,v191,v192,v193,v194,v195,timeCRT_11,timeCRT_12,timeCRT_13,timeCRT_14,timeCRT_15,timeCRT_21,timeCRT_22,timeCRT_23,timeCRT_24,timeCRT_25,timeCRT_41,timeCRT_42,timeCRT_43,timeCRT_44,timeCRT_45,Q42,Q44,gender,age_1,familiar,familiar2,Q36,Q47,Q47_TEXT,Q49,Q51_1,Q53_1,Q55_1,Q55_2,Q55_3,Q55_4,Q55_5,Q55_6,Q55_7,Q55_8,Q57_1,Q57_2,Q57_3,Q57_4,comments,Include,cond
R_3wwUF6STwwwopOB,Default Response Set,Anonymous,1,0,11/3/15 20:33,11/3/15 21:06,1,,,,1,,,,1,1,,,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,2,2,1,2,1,2,1,2,1,2,2,2,30.153,55.243,38.219,107.429,50.524,46.898,36.705,117.923,71.8,29.633,25.317,59.736,23.687,72.904,45.963,23.783,62.125,28.643,21.273,35.801,13.348,27.493,23.148,58.282,18.541,71.04,42.278,22.18,58.882,23.672,18.957,39.76,28.216,27.937,100.927,22.657,45.517,31.457,85.789,20.824,27.426,27.493,23.148,58.282,18.541,71.04,42.278,22.18,58.882,23.672,18.957,50.226,28.216,36.364,100.927,22.657,45.517,31.457,113.682,70.584,3,1,1,1,1,1,1,1,1,1,1,4,1,2,1,1,1,1,2,2,4,2,4,2,2,2,4,2,3,4,4,2,1,1,1,1,1,4,29,no.,$2.25 ,5 horas,66.185,76.548,24.256,52.719,140.882,17.68,13.887,18.569,13.457,126.514,59.036,51.013,18.569,40.356,126.514,11,7,1,2,1,4,,2,21,2,,Is it appropriate for you to secretly maintain your previous relationship in order to maintain your happy partnership and maintain the life of the relationship?,1,,1,15,0,3,4,6,5,7,7,7,7,0,30,15,15,,Yes,1
R_9LEBXUYmWKchn4p,Default Response Set,Anonymous,1,0,11/3/15 16:30,11/3/15 21:18,1,,,,1,,,,1,1,,,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,2,2,2,2,2,2,1,1,1,1,1,3,2,1,1,2,54.492,67.351,29.307,50.016,16.327,38.843,9.771,42.776,20.871,28.719,66.955,25.271,59.749,79.969,34.138,33.974,31.685,52.088,29.839,35.22,52.993,27.431,20.003,23.102,44.504,77.747,24.4,29.253,17.353,31.954,27.106,60.352,33.338,25.842,48.216,13.092,37.939,8.622,39.954,19.79,53.251,27.431,62.671,23.102,44.504,77.747,24.4,29.253,17.353,33.736,28.931,66.263,33.338,25.842,48.96,13.092,37.939,8.622,41.574,19.79,2,1,3,1,1,1,1,1,1,3,3,2,1,1,2,1,1,1,2,1,4,3,2,3,2,2,3,2,2,3,3,4,1,1,1,1,1,9,No entiendo,S,$2.25 ,3 horas,26.48,31.944,30.716,31.737,35.905,19.489,22.54,5.889,24.079,28.374,19.489,22.54,5.889,24.079,28.374,1,1,1,1,1,4,,2,19,1,Getting good grades to get more money for college,Is it appropriate to maintain a secret relationship with a former partner in order to have a happy partner through life?,1,,1,14,0,6,6,6,6,7,7,7,7,25,11,22,26,,Yes,1
R_a4QY5KJNsYWK9gN,Default Response Set,Anonymous,1,0,11/3/15 22:08,11/3/15 22:31,1,,,,1,,,,1,1,1,,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1,2,2,2,18.372,37.471,12.398,49.31,8.066,11.651,31.194,59.253,38.585,17.606,9.848,11.656,43.973,13.049,12.785,19.334,24.66,6.96,33.388,32.147,12.546,15.526,7.103,9.064,39.003,10.023,10.957,17.333,3.31,4.683,32.327,35.731,30.379,10.422,46.997,5.565,10.492,28.283,55.262,35.31,12.546,15.526,7.103,9.064,39.003,10.023,10.957,17.333,21.45,4.683,32.327,35.731,30.379,10.422,46.997,5.565,10.492,28.283,55.262,35.31,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,4,1,5,5,2,1,4,2,3,4,2,3,1,1,1,1,1,2,nose,si,2.5,nose,35.613,7.445,14.139,112.435,8.115,1.572,1.252,11.689,4.023,3.021,1.572,1.252,11.689,11.195,3.021,1,1,1,2,1,,4,2,21,1,?,Is it appropritate to kept a secret from your partner to keep the relationship alive?,1,,2,11,12,5,7,7,3,6,7,7,3,38,20,39,9,no,Yes,1
R_5px8QpxWkk2mIAd,Default Response Set,Anonymous,1,0,11/3/15 22:35,11/3/15 22:55,1,,,,1,,,,1,1,,,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,2,2,2,2,2,1,1,3,3,1,1,2,2,1,2,52.959,53.514,8.113,18.537,9.775,22.39,8.736,74.577,6.805,11.28,3.931,8.67,8.067,70.489,13.232,9.138,3.406,5.13,37.664,30.672,52.109,10.187,2.74,6.826,5.671,69.379,12.119,7.043,2.567,2.866,36.413,52.059,29.843,6.582,17.378,5.808,21.525,0.023,73.419,5.386,52.109,10.187,2.74,6.826,7.186,69.379,12.119,7.043,2.567,2.866,36.413,52.059,29.843,6.98,17.378,5.808,21.525,7.278,73.419,5.386,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,4,1,1,1,1,5,3,3,1,5,3,1,3,1,1,1,1,1,1,1,8,15,"S. Si la condicin para ser una flore es tener ptalos, y una rosa tiene ptalos, luego una rosa es una flore.",La ensalada cuesta $2.25.,32 horas,39.833,51.166,66.485,36.151,48.696,35.592,34.454,2.512,30.154,45.388,35.592,34.454,2.512,30.154,45.388,1,1,1,1,1,4,,2,19,2,,Is it appropriate for you to keep a secret about your previous relationship in order to keep your partner happy and keep the relationship alive?,1,,1,12,0,3,6,5,6,7,7,7,7,0,7,0,0,Cool study! Very interesting!,Yes,1
R_0NElLydG0Hm0wbX,Default Response Set,Anonymous,1,0,11/3/15 22:43,11/3/15 23:01,1,,,,1,,,,,1,,,1,"Italiano, Portugues",2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,1,1,2,2,2,33.36,20.884,14.489,41.459,33.335,12.374,35.319,20.025,21.073,41.415,33.516,24.94,39.422,16.85,21.115,17.492,24.67,46.148,9.845,24.754,32.076,40.247,32.237,23.909,38.405,15.629,20.223,16.592,22.981,44.766,8.969,19.736,23.856,10.696,40.632,31.608,11.146,34.29,18.76,20.166,32.076,40.247,32.237,23.909,38.405,15.629,20.223,16.592,24.081,44.766,8.969,19.736,23.856,10.696,40.632,32.573,11.146,34.29,18.76,20.166,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,4,2,5,2,3,1,4,3,2,4,4,1,1,1,1,1,1,9,31,si,la ensalada cuesta $0.25,1,47.919,24.391,12.781,37.06,86.049,44.68,21.907,8.759,5.274,54.068,44.68,21.907,8.759,5.274,54.068,1,1,1,1,1,,4,2,21,2,,Is it appropriate for you to keep your previous relationship secret in order to make your significant other happy and keep the relationship alive?,1,,2,13,5,6,7,7,6,7,7,7,7,0,18,41,49,,Yes,1
R_3woktaEUH9sZwa1,Default Response Set,Anonymous,1,0,11/3/15 23:19,11/3/15 23:38,1,,,,1,,,,1,1,,,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,1,1,2,2,1,2,1,1,1,1,1,1,3,2,39.542,10.945,25.13,49.971,44.316,11.365,10.428,12.12,13.85,8.761,19.615,7.302,13.22,9.933,18.521,10.005,9.525,53.337,25.792,19.095,38.447,6.443,15.439,6.626,8.772,5.449,15.662,7.043,6.458,50.418,25.016,9.234,17.913,12.771,37.335,41.978,10.138,7.761,10.344,11.171,38.447,6.443,15.439,6.626,8.772,8.342,15.662,7.043,6.458,52.26,25.016,9.234,17.913,12.771,42.916,41.978,10.138,7.761,10.344,11.171,1,1,1,1,1,3,1,1,1,2,1,1,1,1,5,1,1,1,1,1,3,1,3,3,3,1,3,1,2,1,3,5,1,1,1,1,1,6,30,Si,2.25,6,74.979,72.783,27.307,33.512,35.679,71.829,20.723,24.806,9.893,32.698,71.829,69.222,24.806,9.893,32.698,1,4,1,1,1,4,,2,21,1,Hitler,Is it appropriate for you to keep a secret from your relative to keep your partner happy and to keep the relation?,1,,1,17,0,2,5,6,5,7,7,7,7,0,0,20,20,,Yes,1
R_0Ng62Hq2Im99yq9,Default Response Set,Anonymous,1,0,11/3/15 23:25,11/4/15 0:23,1,,,,1,,,,1,1,,,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,1,2,2,2,32.373,64.3,34.189,66.653,21.727,61.025,54.575,52.675,9.974,63.139,59.85,29.1,73.685,15.413,62.48,13.773,27.823,67.338,43.767,9.383,18.592,56.839,56.508,24.951,71.055,12.085,38.819,11.645,6.895,64.382,41.76,60.474,5.263,28.785,63.618,19.591,57.96,52.044,50.459,7.986,18.592,56.839,56.508,24.951,71.055,12.085,57.956,11.645,24.471,64.382,41.76,60.474,5.263,28.785,64.722,19.591,57.96,52.044,50.459,7.986,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,4,3,5,3,1,2,5,2,2,4,3,1,1,1,1,1,1,4.5,30,Si,$2.25 ,5,183.66,34.318,38.137,1136.479,110.117,1.437,28.167,1.578,462.331,106.856,158.84,28.167,1.578,1131.057,106.856,14,1,1,6,1,4,,2,21,1,abortion to save a mother. ,Is it appropriate to you to maintain your previous relationship a secret to keep your significant other happy and keep the relationship alive.,1,,2,3,0,5,6,4,3,7,7,7,7,62,18,18,40,,Yes,1
R_d55Muj3VPzkaTUF,Default Response Set,Anonymous,1,0,11/4/15 0:14,11/4/15 0:53,1,,,,1,,,,1,1,,,1,Telugu,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,1,2,2,2,1,1,2,2,1,1,1,2,1,2,31.401,19.979,36.912,10.246,200.933,24.438,91.523,35.148,87.271,24.928,27.879,49.688,75.97,85.944,18.219,17.542,27.682,137.589,23.04,23.761,30.564,23.522,25.956,48.257,75.018,84.929,15.31,16.341,26.399,136.337,21.573,18.718,22.297,35.828,9.227,199.724,22.013,90.22,32.298,83.835,30.564,23.522,26.71,48.257,75.018,84.929,15.31,17.213,26.399,136.337,21.573,18.718,22.297,35.828,9.227,199.724,22.717,90.22,34.075,83.835,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,4,2,4,3,2,2,4,4,4,5,4,2,1,1,1,1,1,4,30,s,2.25,3,42.967,59.964,20.693,38.307,34.27,9.931,38.64,5.42,6.985,1.54,36.572,38.64,5.42,6.985,1.54,2,1,1,1,1,4,,2,20,1,i cannot remember at this time,Is it appropriate to you to keep a secret about a previous relationship in order to maintain a good and happy relationship with your new partner?,3,India,1,14,0,5,5,6,4,7,7,7,7,3,16,12,18,,Yes,1
R_dbwBQZStEVFfbIp,Default Response Set,Anonymous,1,0,11/4/15 1:51,11/4/15 2:41,1,,,,1,,,,1,1,,,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,2,2,1,1,1,1,1,1,2,2,1,1,2.032,2.804,2.053,3.261,4.535,2.971,3.12,3.862,2.131,3.217,7.334,2.42,3.603,2.837,2.872,2.967,3.535,2.995,2.682,2.852,1.178,1.528,5.975,1.325,2.237,1.678,1.676,1.973,2.075,1.663,1.658,1.685,2.071,1.109,1.349,1.821,1.704,1.708,1.805,1.264,1.178,1.528,5.975,1.325,2.237,1.678,1.676,1.973,2.075,1.663,1.658,1.685,2.071,1.109,1.349,3.665,1.704,2.629,2.543,1.264,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,4,2,4,1,3,2,2,1,2,3,2,3,1,1,1,1,1,72,30,S,2.5,12,12.918,9.167,22.297,18.475,2540.604,10.314,6.92,14.933,5.732,2539.7,10.314,6.92,14.933,5.732,2539.7,1,1,1,1,1,,3,1,20,2,,Is it appropriate for me to maintain the previous relationship to maintain happy the new relationship,1,,1,15,4,6,6,6,6,6,6,6,6,54,54,50,56,N/A,Yes,1
R_512BGj2sFcQksDz,Default Response Set,Anonymous,1,0,11/4/15 8:49,11/4/15 9:20,1,,,,1,,,,1,1,,,1,Ruso (pero mal),2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,1,1,2,2,1,1,2,2,1,2,1,2,1,2,20.072,39.743,56.839,16.28,26.199,31.619,43.898,15.898,129.552,28.462,28.557,43.39,100.469,34.599,29.224,18.181,30.133,63.104,19.504,28.254,18.926,27.279,27.242,42.33,98.255,33.271,24.908,17.154,20.103,56.49,12.135,37.876,25.919,50.955,13.744,25.117,30.773,40.37,12.734,124.673,18.926,27.279,27.242,42.33,98.255,33.271,24.908,17.154,24.835,56.49,12.135,38.857,25.919,50.955,13.744,25.117,30.773,40.37,15.062,128.185,1,1,1,1,1,1,1,1,5,1,1,2,1,1,1,1,1,1,3,2,4,2,4,2,4,4,3,2,2,3,3,4,1,1,1,1,1,4,29,"No, porque es posible que otras cosas que no son flores tambien tienen petalos.",$2.25 ,5 horas,168.249,36.442,123.925,26.703,52.466,163.193,21.796,10.113,15.079,42.081,163.193,21.796,10.113,15.079,42.081,1,1,1,1,1,4,,2,20,2,,Do you feel that it is appropriate to hide your previous relationship in order to keep your partner happy and keep your new relationship alive?,1,,1,13,0,4,4,5,6,7,7,7,7,0,10,15,6,"I wish there had been a space to justify the yes/no answers in the morality section... perhaps it would have been irrelevant, but I feel that some of the answers could depend on more factors than those presented in the question.",Yes,1
R_3ObvbHKH1gFsdUN,Default Response Set,Anonymous,1,0,11/4/15 9:23,11/4/15 10:10,1,,,,1,,,,1,1,,,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,2,2,2,1,1,2,2,1,2,2,2,1,2,169.096,77.524,29.839,114.127,44.274,37.843,23.704,114.811,38.151,75.566,94.587,39.739,97.275,93.465,31.756,42.091,125.149,68.808,85.069,149.458,87.109,74.461,93.201,38.817,95.769,92.391,28.642,39.01,4.499,65.502,81.802,72.41,148.471,27.413,108.494,42.72,36.082,22.053,106.449,37.188,166.581,74.461,93.201,38.817,95.769,92.391,28.657,39.545,118.418,65.502,81.802,72.41,148.471,27.413,108.494,42.72,36.082,22.053,106.449,37.188,7,1,1,1,1,1,2,2,3,1,1,1,1,1,1,1,1,1,1,1,4,2,5,4,1,2,4,2,2,4,2,3,1,1,1,1,1,6,30,Si,La ensalada cuesta $2.25,5 horas,181.549,91.131,16.603,125.676,130.399,118.226,70.313,12.649,13.65,109.942,161.529,70.313,12.649,13.65,109.942,9,1,1,1,1,4,,2,20,1,"Mostly the ones about time traveling because I've been asked those kinds of questions before, same with the animal testing ones. ",Is it appropriate for you to keep your past relationship a secret in order to keep your partner happy and keep the relationship alive?,1,,2,14,6,6,6,7,6,7,7,7,7,5,15,30,40,,Yes,1
R_bCLz0Lntvr9v7bD,Default Response Set,Anonymous,1,0,11/4/15 9:41,11/4/15 10:22,1,,,,1,,,,1,1,,,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,25.777,439.752,67.601,62.797,72.68,41.516,91.791,51.811,71.121,49.018,53.735,43.836,90.808,117.008,31.278,34,26.916,60.563,64.044,70.455,17.553,46.581,51.795,41.65,89.724,115.19,29.461,32.267,25.413,59.144,62.157,437.623,69.246,65.839,61.055,3.776,39.862,90.127,49.447,61.947,17.553,46.581,51.795,42.079,89.724,115.19,29.461,32.267,25.413,59.144,62.157,437.623,69.246,65.839,61.055,70.654,39.862,90.127,49.447,61.947,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,4,2,4,5,2,1,4,3,4,3,3,4,1,1,1,1,1,No se.,No se.,si,$2.25 ,No se. ,6.529,36.432,27.395,52.632,64.174,69.941,33.523,25.327,22.947,58.261,71.626,33.523,25.327,48.614,58.261,2,1,1,2,1,,4,2,18,2,,Is it acceptable to have a secret relationship with another person to keep your marriage alive and well?,1,,1,15,0,6,4,5,5,7,7,7,7,0,0,0,0,Many of the words used in the situations were not used often in Spanish dialect. I had trouble understanding many of the verbs and nouns used since they are much more elevated and descriptive than what is truly spoken in an Spanish-learning environment in school. Perhaps having the definition of the difficult words would allow for a better comprehension of the situations.,Yes,1
R_ewVwm8XkaxzG8Bf,Default Response Set,Anonymous,1,0,11/4/15 10:03,11/4/15 10:41,1,,,,1,,,,1,1,,,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,3,8.87,538.075,129.902,94.625,11.107,14.34,34.694,69.702,111.685,19.99,59.587,50.715,7.567,8.593,17.397,45.76,10.014,4.374,70.468,55.329,7.782,18.773,58.639,48.929,5.699,7.015,16.215,44.185,6.991,3.071,69.118,536.863,54.096,128.871,93.554,9.967,13.028,32.041,68.157,110.699,7.782,18.773,58.639,48.929,5.699,7.395,16.215,44.185,6.991,3.071,69.118,537.662,54.096,128.871,93.554,9.967,13.835,32.041,68.157,110.699,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,3,3,3,3,4,3,3,3,5,3,4,4,1,1,1,1,1,4,1,Si,$3.25 ,5,35.649,20.682,34.877,63.229,114.328,32.43,17.293,14.382,47.952,111.664,32.43,17.293,14.382,47.952,111.664,1,1,1,1,1,,4,2,21,1,"The people and places in the stories were familiar, not the moral dilemmas themselves. ",Is it appropriate to keep your previous relationship a secret in order to keep your new partner happy and continue the relationship?,1,,2,13,2,2,3,5,4,7,7,7,7,4,0,12,11,I'd like to see the results/be emailed about the study. ,Yes,1
R_bfJ6SiIjBaYWqr3,Default Response Set,Anonymous,1,0,11/4/15 10:11,11/4/15 10:43,1,,,,1,,,,1,1,,,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,2,2,2,1,1,2,2,1,2,1,1,2,2,43.271,31.57,26.005,76.519,36.044,168.436,190.357,57.111,55.136,31.3,56.958,37.705,61.778,55.408,107.666,29.341,26.932,56.295,33.146,37.856,41.816,29.274,55.272,36.327,60.456,53.758,88.597,27.339,25.283,54.383,31.822,29.254,36.827,24.041,74.754,31.883,166.544,188.872,52.897,53.805,41.816,30.41,55.272,36.327,60.456,53.758,88.597,27.339,25.283,54.383,31.822,29.254,36.827,24.041,74.754,31.883,166.544,188.872,55.958,53.805,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,3,4,2,4,3,2,1,2,5,4,1,1,1,1,1,1,9,29,No,Un dlar menos que la sopa.,5,53.422,38.306,16.153,26.477,29.741,47.103,33.83,10.743,11.601,25.463,47.103,33.83,10.743,11.601,25.463,1,1,1,1,1,4,,1,23,2,,Is it appropriate to keep a former relationship secret in order to make your partner happy and keep the relationship alive?,1,,2,18,1,4,5,6,5,7,7,7,7,0,20,25,25,,Yes,1
R_72vswzJibSfXmZL,Default Response Set,Anonymous,1,0,11/4/15 11:24,11/4/15 11:42,1,,,,1,,,,1,1,,,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,1,1,1,1,2,2,13.105,13.844,46.96,18.595,8.931,11.225,16.554,6.35,13.131,34.237,10.883,26.945,21.119,16.375,9.629,8.651,8.241,16.074,10.613,8.867,11.969,32.854,8.867,25.078,19.588,14.874,6.347,7.331,6.007,14.69,9.487,11.262,7.482,35.458,17.38,7.548,9.143,7.303,4.148,10.732,11.969,32.854,8.867,25.078,19.588,14.874,8.574,7.331,7.023,14.69,9.487,11.262,7.482,38.568,17.38,7.548,9.143,15.365,4.148,10.732,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,3,1,1,3,3,3,1,1,2,3,1,1,1,3,3,1,1,1,1,1,18,30,Si,2.5,3,13.978,27.647,49.107,89.45,20.133,10.077,23.437,18.592,11.368,16.331,10.077,23.437,18.592,11.368,16.331,1,1,1,1,1,,4,2,19,2,,Is it important to keep parts of your life secret to maintain a happy and healthy relationship ,1,,2,5,0,5,7,5,5,7,7,7,7,22,49,22,27,Very interesting study ,Yes,1
R_6QiCyN7TDt3HYJn,Default Response Set,Anonymous,1,0,11/4/15 11:13,11/4/15 11:50,1,,,,1,,,,1,1,,,1,Aleman,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,2,2,1,1,2,2,1,2,2,2,2,2,21.488,34.717,20.725,37.051,29.587,135.849,25.58,77.403,41.92,92.148,191.427,35.563,19.62,41.515,25.216,14.074,29.875,35.479,32.893,28.824,20.462,91.001,190.281,34.488,18.657,40.16,24.029,13.199,28.872,34.364,31.851,33.81,27.821,19.714,36.105,28.688,134.887,24.393,76.222,40.694,20.462,91.001,190.281,34.488,18.657,40.16,24.029,13.199,28.872,34.364,31.851,33.81,27.821,19.714,36.105,28.688,134.887,24.393,76.222,40.694,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,5,1,1,5,1,1,5,5,1,1,1,1,1,1,4,30,Si,2.25,5,30.95,32.288,8.742,29.522,36.324,7.213,2.473,6.459,5.345,5.65,7.213,2.473,6.459,5.345,5.65,1,1,1,1,1,4,,2,36,2,,Is it appropriate for you to keep your previous relationship secret in order to keep your partner happy and to keep the relationship alive?,1,,2,27,36,6,6,6,6,7,7,7,7,0,0,0,0,,Yes,1
R_87JHW7AmE6HxHjT,Default Response Set,Anonymous,1,0,11/4/15 12:00,11/4/15 12:26,1,,,,1,,,,1,1,,,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,1,1,1,2,1,1,2,2,1,2,2,2,2,2,27.304,43.248,47.391,32.87,37.763,34.505,53.508,39.232,66.828,42.234,43.271,36.349,37.725,64.824,32.176,22.642,41.838,55.596,54.236,27.355,25.111,40.953,41.885,35.283,36.411,24.961,30.919,20.097,3.559,54.019,38.067,9.457,26.162,46.085,31.181,36.25,29.824,50.715,37.735,65.106,25.111,40.953,41.885,35.283,36.411,63.511,30.919,20.097,40.468,54.019,52.706,41.903,26.162,46.085,31.181,36.25,29.824,50.715,37.735,65.106,1,1,1,1,1,3,1,1,2,1,2,2,1,1,1,1,1,1,1,1,4,2,5,3,1,1,5,1,1,5,5,5,1,1,1,1,1,6,No s.,S,$2.25 ,3 horas,47.248,26.834,19.783,32.579,70.375,40.183,17.105,12.838,6.428,67.206,40.183,17.105,12.838,6.428,67.206,1,1,1,1,1,,4,1,20,1,Todo.,Is it appropriate for you to keep your other relationship a secret in order to be able to maintain your good relationship and keep it alive?,1,,1,14,0,5,5,7,7,7,7,7,7,0,50,50,70,Todas las instrucciones era tan claras para entender. ÁBuen trabajo!,Yes,1
